fips,adult_pop,female_pop,male_pop,median_age,population,pct_poverty,median_income,pct_highschool,pct_unemployed
19101,15204,8167,9923,41.4,18090,14,46617,94.9,3.9
19103,117033,73853,72694,30.1,146547,17,58904,94.7,2.3
19105,15975,9805,10634,43.1,20439,10.5,55210,92.1,2.7
19107,7777,4979,5140,43.6,10119,12,49898,91.3,3.5
19109,11784,7527,7587,45.8,15114,11.4,55129,94.3,1.2
19111,27239,17223,17392,43.4,34615,14,49654,91.8,4.9
19113,169048,112156,109505,37.5,221661,10,64625,94.6,3
19115,8586,5468,5674,41,11142,11.4,52271,82.7,2.8
19117,6678,4285,4362,45,8647,14.9,55871,91.8,3.2
19119,8421,5781,5973,37.9,11754,7.3,62496,90.6,1.3
19121,11846,7895,7953,41.4,15848,7.8,64776,94.4,3.3
19123,16845,10959,11222,39.3,22181,12.3,51839,91.1,4.2
19125,25194,16634,16555,38.8,33189,8.5,61098,92.9,2.7
19127,30176,19973,20339,39,40312,12.2,53645,84.7,3.8
19129,11397,7438,7534,42.9,14972,8.8,75550,93.3,2.5
19131,8185,5455,5308,43.8,10763,10.1,55129,91.2,2.3
19133,7014,4507,4391,47.2,8898,12.8,47371,90.5,2.4
19135,6024,3952,3918,42.6,7870,12.5,49402,88.1,3.7
19137,7927,5231,4994,45.1,10225,12.9,47197,89.1,5.2
19139,32025,21532,21408,38.2,42940,10.8,57583,86.9,3
19141,10723,6999,7021,42.5,14020,10.1,50607,92.1,1.8
19143,4636,2973,3091,44.5,6064,10.5,55375,87.6,1.9
19145,12316,7312,8079,43.8,15391,14.7,49507,88.4,2.5
19147,6980,4546,4501,42.6,9047,10.3,50642,93.6,1.3
19149,18946,12710,12490,40.9,25200,8.4,66070,92.1,2.4
19151,5320,3466,3420,46.6,6886,11.8,51260,93.2,3
19153,354593,240729,233316,35.3,474045,10.9,64169,91.7,3.8
19155,71433,47472,46110,39.2,93582,10.3,55442,90,3.3
19157,14801,9505,9028,40.7,18533,11,52408,93.4,2.8
19159,3872,2571,2497,45.2,5068,14.3,47638,90.8,3
19161,7660,5030,4846,46.4,9876,11.6,54660,91.7,2.5
19163,131122,87800,84674,38,172474,13.4,56208,93,3.2
19165,9161,5974,5826,46.7,11800,9,59121,91.3,2.2
19167,25441,17381,17517,33.5,34898,7.3,66605,89.9,1.3
19169,80846,46375,50715,25.7,97090,19.2,55561,96.3,3.5
19171,13147,8716,8603,42.7,17319,12.1,50468,90.6,3.7
19173,4754,3093,3123,42.6,6216,12.3,50695,90.9,2.1
19175,9627,6356,6064,41.4,12420,13.2,47422,91.9,2.7
19177,5584,3589,3682,44.7,7271,14.5,44875,88.3,2.2
19179,27130,17660,17322,39.7,34982,16.6,41312,86.3,4.3
19181,37311,25194,24497,38.3,49691,6.8,74031,95.6,3.7
19183,16692,11245,11036,40.7,22281,9.9,57315,90.8,2.9
19185,4829,3295,3157,42.3,6452,17.9,41118,89.2,1.7
19187,28869,17741,19028,39.1,36769,14.3,48013,90.6,4
19189,8297,5418,5213,43,10631,10.5,52953,91,4.3
19191,16792,10364,10197,40.9,20561,9.4,62115,94.4,1.8
19193,75734,51756,51023,35.5,102779,13.3,51877,85.7,3.5
19195,6001,3792,3780,44.9,7572,8.9,54628,92.3,4.1
19197,9741,6344,6435,44.1,12779,12.6,47815,90,3.8
20001,9797,6482,6232,41.3,12714,15.5,41950,90.4,3.2
20003,5895,3916,3911,42.7,7827,12.9,49215,90.9,2.3
20005,12575,8418,7962,36.5,16380,15.8,49826,92.6,4.2
20007,3638,2268,2420,44.7,4688,12,47540,92.4,2
20009,20303,13511,13264,39.2,26775,13.9,47194,86.8,3.7
20011,10924,7376,7241,38.6,14617,17.4,44424,90.5,1.5
20013,7267,4947,4737,41.8,9684,13.3,43960,92.9,2.5
20015,49797,33346,33679,37.8,67025,8.9,60836,92.8,3.4
20017,2102,1309,1360,44.8,2669,11.4,44940,90.4,2.3
20019,2674,1647,1727,47.8,3374,17.5,40859,88,3.5
20021,15485,10167,10079,42.2,20246,15.8,41140,87.2,3.9
20023,2102,1333,1328,47.5,2661,11.2,42649,94.5,1
20025,1562,1052,1020,41.9,2072,11.5,51280,90.4,1.2
20027,6217,4101,4042,43.3,8143,10.3,50291,93.8,2
20029,7115,4643,4507,40.6,9150,13.2,42431,92,3.8
20031,6551,4303,4130,44,8433,10.4,57224,92.7,3
20033,1404,955,907,45,1862,11.7,44898,93.4,3.1
20035,27137,17844,17909,38.2,35753,14,45907,89.1,3.6
20037,30504,19631,19533,33.4,39164,22.3,39521,90.1,3.6
20039,2268,1397,1435,51.5,2832,14.8,41095,91.9,1.7
20041,14471,9524,9540,41.4,19064,11.1,50268,89.2,3.5
20043,6087,3833,3831,40.6,7664,13.7,47320,90.7,3.2
20045,96957,59898,59542,29.4,119440,15.8,55446,95,3.6
20047,2248,1451,1487,45,2938,11.2,46825,83.2,1
20049,2041,1286,1261,51.9,2547,17.9,40227,90.4,3
20051,22661,14357,14536,32.9,28893,12.4,52265,93.3,2.4
20053,5201,2739,3589,43,6328,10.2,50403,90.7,1.8
20055,25387,18005,18717,30.8,36722,14.3,51812,72.1,3.5
20057,23621,16385,17586,31.7,33971,13.4,47175,71.2,5
20059,19271,12816,12744,39.1,25560,11.9,50155,91.9,4
20061,24718,16681,18905,26.3,35586,11.6,46326,91.3,4.9
20063,1960,1269,1320,43.8,2589,10.4,51445,91.9,1.2
20065,2026,1293,1271,49.8,2564,12.3,42224,93.8,1
20067,5219,3782,3864,32.4,7646,12,58620,70.3,3.5
20069,4268,2997,3037,36.7,6034,8.2,64274,75.8,2.1
20071,968,675,621,41,1296,11.7,47620,88.3,0.7
20073,4877,3061,3090,48.6,6151,14.8,40518,90.2,2.4
20075,1777,1243,1293,34.2,2536,13.5,49932,81.2,1.3
20077,4287,2842,2843,42.4,5685,14.6,42023,89.4,2.7
20079,26266,17753,17160,38.7,34913,10.5,56848,90.7,2.3
20081,2862,2010,1996,35.6,4006,10.1,50514,71,2.6
20083,1447,949,921,47.6,1870,9.9,51244,93.4,0.9
20085,9963,6666,6625,41.4,13291,8.9,57869,94.7,3.3
20087,14530,9272,9625,43.7,18897,9.5,62285,92.3,4.6
20089,2350,1414,1487,53,2901,12.7,40940,94.4,1.2
20091,439345,298003,286448,37.4,584451,5.6,80872,95.8,3
20093,2797,1954,1963,34.6,3917,11.6,59254,77.5,1.5
20095,5829,3738,3729,46,7467,10.7,59721,91.7,3.5
20097,1941,1253,1230,41.4,2483,13,42976,91.7,2.5
20099,15659,10333,10111,41.9,20444,20.8,41103,87.5,3.3
20101,1266,829,807,46,1636,10.1,56677,93.1,2.4
20103,61076,37424,42780,37.6,80204,8.8,67558,91.5,2.9
20105,2333,1533,1540,46.3,3073,12.4,42092,94.5,4.2
20107,7314,4781,4777,44,9558,16.6,44391,89,3.7
20109,2184,1392,1439,40.7,2831,9.9,48453,93.1,2.3
20111,26019,17196,16314,32.8,33510,16.3,43600,88.9,4.5
20113,22190,14686,14118,41,28804,9.7,56488,91,1.6
20115,9499,6085,6027,45.1,12112,11.2,51569,90,2.8
20117,7528,4959,4877,44.3,9836,10.3,48687,93.9,2.1
20119,3122,2092,2124,40.3,4216,10.9,57187,85.5,1.6
20121,24622,16605,16359,41.1,32964,8.2,67651,94.7,2.8
20123,4822,3058,3185,43.5,6243,11.9,49552,95.4,1.7
20125,24978,16588,16158,40.3,32746,18.9,41281,89,4.3
20127,4438,2800,2773,48.2,5573,11.8,48093,87.8,1.7
20129,2125,1417,1431,41.7,2848,12.4,49717,87.6,4.7
20131,7567,5046,5195,40.6,10241,9.3,55324,91.5,1.2
20133,12133,8096,8050,40.1,16146,16.4,42441,91.4,2.2
20135,2321,1503,1459,48.6,2962,11.3,46439,91.5,2.1
20137,4450,2409,3084,43.4,5493,13.7,45845,86.6,1
20139,12126,7901,7942,43.5,15843,10.9,54760,91,4.9
20141,2886,1799,1843,47.6,3642,14.2,41967,91.3,2.3
20143,4541,2874,3046,43.4,5920,10.7,52808,94.1,2.8
20145,5547,2982,3761,44.2,6743,14.7,46961,89.3,0.6
20147,4155,2702,2726,44.4,5428,12.6,49386,93.6,2
20149,16796,11916,11745,34.8,23661,8.2,64704,95.4,2.9
20151,7239,4824,4760,38.8,9584,11.4,51419,90.6,3.2
20153,2014,1259,1290,49.9,2549,12.4,47377,93.7,1.4
20155,48696,31370,31850,40.1,63220,14.7,46208,87.5,3.2
20157,3750,2413,2286,51.5,4699,11.4,43921,94.1,2.3
20159,7527,4857,4974,38.3,9831,12.8,47737,88.7,3.5
20161,60816,34505,38838,25.3,73343,18.2,49901,95.6,3.4
20163,3919,2622,2454,43.6,5076,11.9,45268,91.3,2.6
20165,2463,1512,1546,49.2,3058,12,45281,91.4,3.2
20167,5454,3572,3416,45.2,6988,14.5,43857,90.3,4.2
20169,41977,27807,27335,38.7,55142,12,48748,89.9,3
20171,3710,2504,2528,39.9,5032,7.5,60540,86.3,3.4
20173,378318,258862,253133,35.1,511995,14.9,52612,89,4
20175,15528,11003,11706,29.5,22709,13.6,48648,65.3,6
20177,135317,91805,86341,38.9,178146,10.9,55387,91.1,3.8
20179,1929,1250,1259,46.8,2509,11.5,49860,91.4,0.9
20181,4551,2973,2992,40.3,5965,14.4,48456,91.4,2.4
20183,2931,1830,1802,51.4,3632,14.2,40006,91.6,2.1
20185,3192,2040,2168,43.9,4208,13.3,46104,87.9,2.2
20187,1495,1030,1032,38.4,2062,10.9,58135,81.1,0.7
20189,3928,2832,2752,35.3,5584,10,57432,83.3,2.4
20191,17604,11658,11614,40.9,23272,13.5,52186,91.3,3.7
20193,6065,4046,3846,35.8,7892,10.5,53816,95.3,1.4
20195,2335,1420,1452,49.5,2872,11,46756,94.2,1
20197,5224,3385,3506,43.9,6891,8.1,61502,94.4,3
20199,1127,763,734,43,1497,12.1,47844,89.8,4.4
20201,4293,2739,2807,45.5,5546,10.8,45077,91.2,1.9
20203,1537,1022,1090,39.9,2112,11.7,55336,80.9,1.7
20205,6677,4436,4287,43.6,8723,16.4,43134,87,3.5
20207,2489,1565,1600,46.5,3165,18.4,35417,89.8,3.5
20209,117844,82825,81006,33.7,163831,19.4,43396,78.1,6.2
21001,15332,9731,9549,39.9,19280,26.1,33925,76,3.2
21003,15702,10428,10203,40.5,20631,18.6,41368,76.4,4
21005,16910,11359,10799,40.6,22158,10.6,57448,88.6,4.8
21007,6307,4042,4012,43.8,8054,16.2,45074,86.2,2.9
21009,33549,22683,21310,40.4,43993,21.8,40274,81.7,4.5
21011,9200,6185,6142,40.2,12327,24.9,36468,75.7,5.1
21013,21369,13819,13298,42.2,27117,38.7,26014,68.1,4
21015,93957,64865,63671,36.9,128536,7.6,72942,92.4,3.8
21017,15494,10309,9721,42.2,20030,17.6,46231,84,4.7
21019,37800,24165,23967,42.4,48132,18.2,44569,89.2,4.3
21021,23903,14974,15044,40.5,30018,17.1,44834,86.2,3
21023,6349,4214,4186,40.3,8400,16.7,47182,83.2,5.1
21025,10476,6615,6669,41.7,13284,34.3,26659,71.4,5.1
21027,15364,9935,10026,43.2,19961,17.3,43053,79.7,5.6
21029,61303,39914,39237,40,79151,10.4,63570,86.7,4.4
21031,9954,6429,6416,41.8,12845,17.8,41701,77.6,2.9
21033,9760,6471,6097,43.1,12568,20.4,40327,88.1,4.5
21035,31515,19764,18673,34.8,38437,21.2,39438,88.4,3.9
21037,72514,46904,45307,38,92211,12.5,61490,90.1,3.9
21039,3766,2490,2365,43.2,4855,14.5,45362,81.8,4.5
21041,7948,5332,5347,38.1,10679,20.8,47726,76.4,6.5
21043,20946,13676,13370,40.8,27046,22.6,37406,79.5,5.5
21045,12196,8118,7697,42.2,15815,27.8,29417,73.4,4.7
21047,52528,33923,38428,28.3,72351,20.8,41081,86,5
21049,27808,18280,17539,41.6,35819,15.9,48474,84.5,4.1
21051,16313,9833,10933,39.3,20766,42.1,24901,63.7,4.4
21053,7823,5131,5046,42.4,10177,25.3,29582,71.2,4.3
21055,7055,4558,4630,42.4,9188,18.6,40656,80.2,3.2
21057,5283,3475,3263,45.5,6738,25.3,30771,78.1,3.4
21059,75339,51084,48590,38.8,99674,16.4,51153,88.4,4
21061,9808,6025,6089,44,12114,22.3,38395,77,5
21063,6209,3299,4289,42.7,7588,30.7,33335,75.8,2.3
21065,11197,7238,7069,42.9,14307,27.3,33839,75.7,6.7
21067,251282,162003,156446,34.2,318449,17.9,53288,89.9,4.3
21069,10934,7341,7166,40.8,14507,21.2,38860,76.8,5.6
21071,29040,18994,18116,41.8,37110,30.4,31295,75.8,4.7
21073,39932,26133,24427,40.9,50560,13.7,52395,87.6,4.8
21075,4881,3121,3058,42.5,6179,30,30605,77.3,5.1
21077,6486,4272,4337,38.8,8609,14.5,49945,80.3,3.5
21079,13484,8776,8516,43.2,17292,16.3,46967,80,5.2
21081,18150,12486,12437,36.7,24923,15.6,49312,82.5,3.6
21083,28197,19010,18172,40.5,37182,20.7,41705,81.7,4.8
21085,19981,13033,13151,40.2,26184,22.1,38418,79.1,3.8
21087,8712,5573,5487,44.9,11060,20.4,36246,77,4.1
21089,28070,18425,17468,43.3,35893,17.4,46815,86.8,4.9
21091,6557,4265,4545,40,8810,12.6,56823,88.3,3.7
21093,80851,53782,53534,36.8,107316,13.8,52040,89.6,4.6
21095,21092,14038,13130,41.9,27168,37.1,25240,71.4,4.1
21097,14349,9524,9122,42.3,18646,15.3,49615,82.2,3.9
21099,14164,9391,9236,41.1,18627,21.8,36628,74.6,3.6
21101,35455,23846,22407,40.1,46253,17.1,46936,86.3,3.9
21103,12083,8005,7813,41.6,15818,18.5,51774,82.6,3.9
21105,3706,2433,2194,46.8,4627,20.1,39859,75.2,3.4
21107,35372,23497,22407,41.1,45904,18.3,43590,85.5,3.5
21109,10359,6720,6648,41.4,13368,31.9,30798,76,5.7
21111,593717,395377,369975,38.2,765352,14.9,52008,89.3,4.7
21113,39489,26871,25486,37.5,52357,15.9,55047,84.9,5.2
21115,17811,11703,11275,41.7,22978,25.9,35408,77.7,4.3
21117,125168,83268,81677,37.1,164945,12.6,61798,89.3,4.4
21119,12313,7828,7716,42.4,15544,38.2,29786,71.7,6.3
21121,24242,16270,15417,39.6,31687,39.2,27432,70,5.7
21123,11009,7156,6940,41.9,14096,16.9,44522,84.1,4.4
21125,46312,30835,29415,39.9,60250,23.2,38323,77.8,5.3
21127,12064,7915,7948,40.6,15863,27.1,33757,77.7,3.9
21129,5237,3259,3321,44.9,6580,39,25372,67.9,4.5
21131,8260,5327,5211,42.7,10538,31.8,28595,63.7,6.1
21133,17812,11603,11170,42.7,22773,31.6,29308,75.1,5.7
21135,10499,6750,6692,42.3,13442,26.8,32848,74.8,3
21137,18738,12392,11980,41.4,24372,22.9,35934,77.5,5.6
21139,7388,4699,4570,46.5,9269,14.5,45229,82.5,2.7
21141,20297,13532,13061,40.9,26593,17.5,43985,78.7,4
21143,6884,3603,4466,49.2,8069,16.4,44767,87.7,2.3
21145,50855,33903,31259,42.1,65162,18.7,42936,87.8,3
21147,13693,8013,9498,39.2,17511,39.3,25087,72.2,6.6
21149,7214,4786,4689,42.7,9475,17.3,43656,83.7,4.3
21151,70769,46107,43440,34.3,89547,21.3,45406,85.7,4.8
21153,9803,6345,6339,41.7,12684,31.9,28996,69.4,5
21155,14481,9704,9501,39.4,19205,20.1,41233,80.7,5
21157,24818,15952,15413,44.9,31365,12.1,50165,85.9,3.7
21159,9587,5375,6627,38.8,12002,39.3,29861,72.5,6.1
21161,13163,8918,8272,41.5,17190,19.4,43683,82.8,3.7
21163,21590,14003,14123,39,28126,13.4,51893,86.5,5
21165,5152,3160,3248,44,6408,24.1,33734,77,5.5
21167,16716,10982,10495,43.5,21477,14.5,51048,84.7,5.6
21169,7660,5056,4962,41.9,10018,22.7,33562,76,3.6
21171,8186,5309,5279,42.7,10588,23.2,33425,75.2,4.7
21173,21124,14200,13571,39.6,27771,17.9,44890,81.7,5
21175,10782,5803,7495,40.8,13298,27.2,33716,73.4,3.1
21177,24602,15218,15810,41.8,31028,19.6,42098,79.5,4.3
21179,34474,23053,22506,38.8,45559,11.6,56239,89,4.6
21181,5412,3585,3499,41.5,7084,19.8,38958,79.4,4.3
21183,18465,12178,12200,39.5,24378,20.3,40859,79.2,5.8
21185,48856,30840,34720,39.3,65560,5.9,92454,92.8,2.6
21187,8233,5338,5304,42.5,10642,18.2,46358,83.5,4.4
21189,3506,2313,2178,42.8,4491,45.2,23115,70.2,3.2
21191,11227,7174,7386,41.4,14560,14.4,51680,84.7,3.3
21193,21284,13883,13460,41.3,27343,30.9,31814,74.9,7
21195,48029,30839,29716,42.4,60555,31.4,32734,75,4.7
21197,9348,6210,6098,39.5,12308,26.5,35169,77.2,3.7
21199,49667,32630,31326,42.2,63956,18.9,37782,80.9,4.9
21201,1730,1053,1102,46.7,2155,24.6,41877,74.9,2.8
21203,13170,8595,8255,42.7,16850,24.2,35567,76.7,5.7
21205,19828,12539,11912,30.8,24451,25.4,38684,81,3.3
21207,13719,9038,8684,43.3,17722,25,33490,73.7,5.2
21209,40358,27463,26509,36,53972,10.4,64809,90,3.7
21211,35306,23894,22514,38.9,46408,11.5,61700,85.8,3.2
21213,13694,9238,8845,39.3,18083,15.1,45643,84,3.3
21215,13972,9038,9236,41.4,18274,8.8,71156,89.5,4.5
21217,19753,13072,12325,38.2,25397,21.3,37806,84.1,4.8
21219,9022,6204,6091,38,12295,20.4,41072,76.9,4.3
21221,11201,7248,7016,46.1,14264,14.5,37965,84.2,5.5
21223,6682,4264,4356,41.9,8620,14.8,51827,83.2,9.2
21225,12012,7075,7805,37.5,14880,18.6,47017,84.9,4.7
21227,97208,63861,61671,33,125532,18.5,47253,87.7,4.4
21229,9378,6192,5997,41,12189,15.7,48041,82.2,3.5
21231,16142,10326,10127,43.2,20453,26.9,30923,70.8,5.8
21233,10200,6739,6577,40.6,13316,17.9,43605,78.5,3.7
21235,27151,18242,17854,36.9,36096,29.3,31985,77.4,4.8
21237,5490,3633,3526,42.3,7159,32.2,28443,69.5,3.7
21239,20279,13506,12618,42.5,26124,12.1,58712,88.1,2.9
22001,46159,32207,30438,36.3,62645,23.1,40218,75.5,5.3
22003,19844,11072,14612,37.2,25684,21.4,41584,79.2,4.3
22005,88229,61377,60210,35.2,121587,10.7,74212,88.2,4
22007,17667,11637,11058,40.4,22695,21.2,45847,72.7,4.5
22009,31303,20397,20720,38.3,41117,25.9,34997,73.2,4.3
22011,27795,18074,18853,37.3,36927,14.8,49436,84.5,3.8
22013,10681,7241,6624,41.9,13865,23.5,33887,82.9,5.2
22015,94283,63700,62357,35.1,126057,16.7,50048,88.2,3.5
22017,188606,130798,118053,37.1,248851,26.4,38414,86.1,4.1
22019,150792,102769,97832,36.1,200601,19.9,47052,85.4,4.6
22021,7727,4888,5199,39.6,10087,22.6,35428,75.9,5.8
22023,5354,3455,3427,40.5,6882,12.3,52479,83.5,2.2
22025,7761,4648,5273,38.5,9921,27.5,33154,77,3.6
22027,13131,7014,9118,41.1,16132,34.9,34228,77.6,6.3
22029,15108,9778,10142,37.7,19920,28.5,32685,77.1,4.7
22031,20617,13977,13172,39.7,27149,21.1,43325,81.3,5.5
22033,345986,233202,213835,33.8,447037,19.9,50451,90.2,4.6
22035,5440,3348,3923,35.1,7271,43.5,25810,70.4,4.1
22037,15940,9043,10640,42.9,19683,20,46172,82.4,2.8
22039,25068,16489,17220,35.9,33709,29.4,34440,71.3,5.5
22041,15170,10460,9870,38.4,20330,29.2,31873,74.1,5.1
22043,17573,9822,12543,37.1,22365,21.5,42948,81,3.6
22045,53767,37517,35756,36.3,73273,23.4,41604,77.8,6.9
22047,25933,16174,16746,38.6,32920,22.8,41679,77.4,3.8
22049,12332,7699,8109,40.6,15808,21.2,41192,80,2.6
22051,340962,224447,212076,39.1,436523,16.1,49681,84.7,4.1
22053,23337,16075,15338,37.6,31413,19.3,42134,79,4.9
22055,183996,123374,118024,34.7,241398,18.1,51125,86.4,3.5
22057,75262,49904,48401,37.3,98305,17.1,52220,75.3,4.4
22059,11549,7280,7772,37.7,15052,19.3,45169,75.8,2.4
22061,38195,24419,23326,27.7,47745,30.2,39158,87.5,6.2
22063,103538,71096,69042,35.8,140138,12.6,58318,83.9,3.9
22065,8680,5800,5728,34.7,11528,41.3,27306,74.4,6.8
22067,19798,13497,12574,39.7,26071,28.7,32269,80.3,4.1
22069,29933,20376,18786,33.6,39162,31.9,32094,83.5,6.1
22071,311819,204987,186508,36.1,391495,24.1,38418,85.7,6
22073,117142,81751,75232,35.4,156983,24.5,38525,85,4.5
22075,17264,11707,11757,36.3,23464,15.4,55950,80.4,2.2
22077,17183,11476,10683,42.4,22159,19.7,42545,80,4.9
22079,99137,68489,63935,37.2,132424,19.9,42452,84.7,4.5
22081,6506,4411,4139,40.9,8550,26.3,33044,80.7,4.3
22083,15442,10472,9958,38.3,20430,27.2,33820,79.5,5.7
22085,18173,12043,11934,40.8,23977,18.5,42700,82.5,5
22087,33309,23166,22522,33.7,45688,23.5,39450,81.8,6.6
22089,39854,26951,25972,37.8,52923,13.1,64742,87.2,5.3
22091,8218,5372,5140,40.7,10512,24.7,35519,79,7.1
22093,16515,11142,10415,38.9,21557,19,47876,85.5,5
22095,32745,22421,21210,37.3,43631,18.5,52166,83,5
22097,61167,43411,40472,36.4,83883,26.6,32185,76.1,3
22099,40648,27401,26606,37.4,54007,18.5,46560,79.1,4.3
22101,39354,26324,25769,38.2,52093,22.2,37822,78.3,6.2
22103,192257,130318,123284,40.1,253602,9.8,65861,88.8,4.6
22105,98538,67431,63279,35.1,130710,21.5,44625,81.4,6
22107,3491,2364,2233,44.4,4597,31.6,26657,76.7,7.9
22109,84055,57392,55828,35.9,113220,21.1,49206,77.8,3.1
22111,17452,11316,11171,42.6,22487,20.2,42166,85.2,3.3
22113,44488,30969,29236,37.1,60205,19.6,44048,76,4.9
22115,37517,23763,26806,30.7,50569,14.9,47172,87.5,4
22117,35126,23388,22922,39.5,46310,27.8,34240,76.5,6.6
22119,30682,20359,19351,41,39710,24.1,33251,81,4.2
22121,19488,13022,12773,35.7,25795,16.8,54454,83.8,4.3
22123,8534,5479,5635,40.8,11114,23.8,35638,75.6,5.3
22125,12834,5241,10103,42.8,15344,23.7,56459,79.3,4.7
22127,11263,6676,7700,40.2,14376,24.3,37600,79.7,3.4
23001,83942,54705,52614,41.1,107319,12.7,48494,89.4,3.8
23003,55426,34355,33604,47.7,67959,16.3,39746,87.4,3.5
23005,235923,149984,142057,42.1,292041,10,65475,94.5,3.1
23007,24570,15281,14720,45.8,30001,14.3,43532,92.4,4.2
23009,44807,28015,26404,48.3,54419,11,53941,93.8,4
23011,96778,61722,58847,44,120569,14.1,51013,91.4,4.3
23013,32540,20087,19657,48,39744,11.4,53610,93.1,3.5
23015,28320,17392,16824,50.7,34216,11.3,54026,93.2,2.1
23017,46340,28783,28434,47.2,57217,13.4,44508,91.5,4.2
23019,123968,76634,75172,42,151806,14.8,47076,91.2,4.5
23021,13972,8483,8360,51,16843,18.9,35874,89.7,5.1
23023,28480,18084,17189,46.4,35273,9.3,59271,94.5,3.3
23025,41035,25651,25264,46.2,50915,19.5,42134,88,5.3
23027,31866,19984,19380,46,39364,14.3,48422,91.9,4.4
23029,25476,15974,15476,47.9,31450,18.4,37711,88,4.6
23031,163322,103760,98583,45,202343,8.1,60520,92.4,3.4
24001,59454,34565,37565,41.2,72130,17.2,44708,89.1,5
24003,441025,287038,281308,38.2,568346,7,95297,91.9,3.8
24005,651198,436977,394049,39.3,831026,9,72305,91,4
24009,69680,46138,45113,40.7,91251,5.8,97188,93.3,5.4
24011,25118,16722,16128,40.1,32850,15.3,49616,83.3,4.9
24013,131019,84829,82827,42.7,167656,5.5,89529,92.1,3.1
24015,78918,51606,50997,40.3,102603,10,70504,88.1,4.3
24017,119509,81638,76067,38.1,157705,7.4,93947,92.8,3.4
24019,25394,16928,15330,44.4,32258,17.4,44491,85,6.5
24021,189166,125426,122165,39,247591,6.9,89541,92.6,3.7
24023,23831,14871,14554,45.6,29425,12.8,46710,88.5,3.3
24025,194471,128379,122653,40.6,251032,7.2,83595,92.8,4.1
24027,239344,162023,155210,38.6,317233,5.2,119386,95.3,3.3
24029,16495,10312,9418,47.8,19730,14,54210,87.3,3.2
24031,799386,540374,503489,39,1043863,6.9,99604,91.2,4.1
24033,703901,471315,436734,36.8,908049,9.2,78680,85.8,5.7
24035,38303,24653,24276,44.8,48929,7.3,79966,91.6,3
24037,84944,56398,56189,36.4,112587,9.1,80049,89.9,2.9
24039,21471,12015,13913,36.8,25928,24.3,38546,79.2,3.4
24041,30373,19666,17612,50.1,37278,10.4,62264,89.2,3.6
24043,116930,73868,76424,40.6,150292,13.2,54643,86.9,4.5
24045,79953,53829,48748,35.7,102577,18,50015,88.6,5
24047,42379,26407,25037,50,51444,11.4,53509,89.6,4.6
24510,485457,326004,288660,34.9,614664,21.8,46604,83.5,7
25001,181277,111822,102454,52.9,214276,7.6,67374,95.4,3.8
25003,104946,65589,61314,46.9,126903,10.9,56011,90.6,5.2
25005,442382,287717,270607,41.1,558324,10.7,65154,83.7,5.3
25007,14133,8774,8472,47.4,17246,7.6,66528,92.8,2.7
25009,610567,403544,375474,40.8,779018,10.7,73503,89.3,4.7
25011,57896,36049,34333,46.2,70382,10,56544,92.8,4.1
25013,365349,241977,226490,38.6,468467,16.5,51589,85.4,5.5
25015,137351,86456,75360,36,161816,11.9,64425,94.3,4.6
25017,1268151,812428,777346,38.3,1589774,7.7,94977,92.6,3.7
25019,8694,5443,5565,40.6,11008,6.4,82324,94.7,2.6
25021,548799,362851,334330,41,697181,6.1,92606,93.9,4.3
25023,400997,263819,249746,42.8,513565,8,81483,92.5,4.7
25025,650153,404547,379683,32.7,784230,19.5,61367,84.8,5.4
25027,642982,415112,404477,40,819589,9.6,69064,90,4.5
26001,9041,5129,5223,58.1,10352,16.2,37900,88.6,4.1
26003,7827,4162,5057,50,9219,13.9,43693,89.4,3.3
26005,87298,57855,57693,40.1,115548,9,58311,90.1,2.9
26007,23210,14578,14126,47.3,28704,15.5,42332,90.4,4.4
26009,18899,11644,11500,50.9,23144,11.7,50356,90.7,4.2
26011,12406,7466,7656,49.8,15122,16.5,43339,86.3,5.4
26013,6912,3803,4700,44.7,8503,16.5,44187,83.3,2.4
26015,46370,29679,30023,42.9,59702,8.4,60818,91.7,3.9
26017,83242,53196,51551,43.4,104747,15.2,45731,89.4,4.8
26019,14321,8888,8684,49.6,17572,10.8,50323,91.5,4.3
26021,119773,78458,75552,41.9,154010,16.7,47237,89.1,4.7
26023,33153,21044,22383,40.7,43427,16.8,48321,88.1,3.2
26025,103274,68668,65718,39.9,134386,16.8,46423,90.6,5
26027,40855,25823,25776,45.3,51599,12.9,51530,87.8,5.3
26029,20999,13255,12919,48.2,26174,11.5,52944,92.7,4.5
26031,21047,12711,12690,50.7,25401,18,41667,88.8,6.8
26033,30699,16894,20830,39.9,37724,16,43683,89.5,5.3
26035,24316,15220,15138,47.3,30358,21.7,37646,84.1,6.1
26037,60296,39406,38482,40.7,77888,8.4,66396,93.7,3.3
26039,11199,6800,6944,50.5,13744,21.4,39208,88,5.5
26041,28840,18224,17978,46.9,36202,14.3,43835,92.6,4.3
26043,20473,12793,12742,46.6,25535,12.8,46094,93.6,3.8
26045,85795,55788,53372,41.1,109160,11.2,57807,93.6,4.3
26047,26618,16756,16426,45.5,33182,11.8,51122,94,4.7
26049,314548,211584,197031,40.4,408615,20.3,44174,89.6,6.8
26051,20365,12496,12626,49.9,25122,18,41251,85.1,4.3
26053,12836,6977,8266,48.4,15243,20.4,36429,92.7,4
26055,73241,46609,45475,42.5,92084,10,57367,94.5,3.8
