fips,adult_pop,female_pop,male_pop,median_age,population,pct_poverty,median_income,pct_highschool,pct_unemployed
55093,32601,20766,20472,36.8,41238,8.1,70086,94.7,2
55095,34156,21498,21983,45.4,43481,9.9,53661,92.8,3.7
55097,56845,34994,35453,36.8,70447,11.5,55064,93.2,4.2
55099,11140,6641,6876,51.7,13517,11.1,46414,90.3,2.3
55101,149255,98699,96441,40,195140,13.6,56246,88.8,4.8
55103,13629,8668,8808,45.4,17476,13.4,50306,89.3,2.2
55105,123451,82029,79591,39.4,161620,12.9,51573,89.4,4.8
55107,11199,6967,7160,48.5,14127,13.8,43075,87.5,2.9
55109,65577,44078,43951,38.8,88029,5.6,75619,95.8,3
55111,49409,32071,31878,41.3,63949,10.1,57647,90.9,3.3
55113,13136,8060,8309,50,16369,15.2,44180,91.1,4.3
55115,32207,20510,20552,45.3,41062,11.9,50203,90.6,2.9
55117,89441,57379,58048,41.5,115427,7.1,55594,91.6,3.4
55119,15588,10071,10368,43.7,20439,11.8,50963,87.6,2.9
55121,22303,14600,15033,41,29633,8.2,53142,89.4,2.2
55123,22831,15371,15443,42.4,30814,16.5,51002,88.1,2.1
55125,17861,10576,10859,54,21435,12.6,45902,92.5,4.1
55127,80889,51540,51419,39.8,102959,11.2,58904,90.9,4.3
55129,12674,7911,7737,50.9,15648,12.7,46989,91.8,3
55131,104100,67465,66831,43,134296,5.6,74631,93.9,2.9
55133,311351,202736,195688,43.2,398424,5.2,82080,95.9,2.5
55135,40858,25581,25952,45.4,51533,10.7,52125,90.9,2.9
55137,19638,11412,12750,48.8,24162,14.3,47596,86.2,3.5
55139,134709,84313,85573,38.3,169886,11.7,57003,92.1,2.9
55141,57320,37066,36041,44.1,73107,9.8,52591,92.3,3.7
56001,31920,18184,20072,27,38256,17.3,47355,95.8,3.1
56003,8926,5966,6039,40.4,12005,11.4,49725,89.6,1.9
56005,35066,23494,25309,33.3,48803,8.4,79148,91.7,3.5
56007,11897,7201,8417,37.4,15618,12.1,59103,90.4,2.7
56009,10547,7005,7186,38.2,14191,9,71517,90.2,3.7
56011,5649,3677,3787,43.6,7464,8.3,60953,93.9,2.9
56013,29970,20066,20176,38.2,40242,16.8,49282,91.5,4.7
56015,10660,6398,6992,43.2,13390,14.6,47715,91.6,4.1
56017,3714,2318,2361,48.7,4679,13.6,46024,91.6,2.1
56019,6620,4203,4283,45.3,8486,8.8,56323,94.9,3
56021,75142,48346,49790,36.8,98136,10.1,61124,93.3,3.6
56023,13932,9360,9750,39.1,19110,8.6,63907,93.1,3.8
56025,61344,40151,40888,36.3,81039,10.4,60559,91.7,3.4
56027,2027,1348,1132,43.5,2480,14.3,45332,88.9,0.2
56029,23298,14735,14618,43.9,29353,11.1,60621,94.3,2.5
56031,6938,4254,4426,47.5,8680,12,54588,90.3,2.3
56033,23779,15019,15181,42.5,30200,9.2,53027,93.9,2.4
56035,7409,4549,5220,39.8,9769,6.7,72198,95.3,2
56037,32299,21278,22887,34.7,44165,9.8,74546,90.7,3.7
56039,18837,11225,11966,38.8,23191,7.3,84118,95.4,1.7
56041,14675,10268,10505,35.5,20773,10.6,64713,89.6,4.2
56043,6267,4091,4144,42.8,8235,13.1,49533,87.4,4.6
56045,5684,3423,3813,42.5,7236,10.7,56582,91.4,2.1
